city_ascii,county_name,county_fips,state_id,metfips,metarea
New York,New York,36061,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Los Angeles,Los Angeles,06037,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Chicago,Cook,17031,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
Miami,Miami-Dade,12086,FL,33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)"
Dallas,Dallas,48113,TX,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
Philadelphia,Philadelphia,42101,PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)"
Houston,Harris,48201,TX,26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)"
Atlanta,Fulton,13121,GA,12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)"
Washington,District of Columbia,11001,DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)"
Boston,Suffolk,25025,MA,14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)"
Phoenix,Maricopa,04013,AZ,38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)"
Seattle,King,53033,WA,42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)"
San Francisco,San Francisco,06075,CA,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)"
Detroit,Wayne,26163,MI,19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)"
San Diego,San Diego,06073,CA,41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)"
Minneapolis,Hennepin,27053,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"
Tampa,Hillsborough,12057,FL,45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)"
Denver,Denver,08031,CO,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
Brooklyn,Kings,36047,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Queens,Queens,36081,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Riverside,Riverside,06065,CA,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
Baltimore,Baltimore,24510,MD,12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)"
Las Vegas,Clark,32003,NV,29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)"
Portland,Multnomah,41051,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)"
San Antonio,Bexar,48029,TX,41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)"
St. Louis,St. Louis,29510,MO,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)"
Sacramento,Sacramento,06067,CA,40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)"
Orlando,Orange,12095,FL,36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)"
San Jose,Santa Clara,06085,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)"
Cleveland,Cuyahoga,39035,OH,17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)"
Pittsburgh,Allegheny,42003,PA,38300,"Pittsburgh, PA (Metropolitan Statistical Area)"
Austin,Travis,48453,TX,12420,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)"
Cincinnati,Hamilton,39061,OH,17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
Kansas City,Jackson,29095,MO,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)"
Manhattan,New York,36061,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Indianapolis,Marion,18097,IN,26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)"
Columbus,Franklin,39049,OH,18140,"Columbus, OH (Metropolitan Statistical Area)"
Charlotte,Mecklenburg,37119,NC,16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)"
Virginia Beach,Virginia Beach,51810,VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)"
Bronx,Bronx,36005,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Milwaukee,Milwaukee,55079,WI,33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)"
Providence,Providence,44007,RI,39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)"
Jacksonville,Duval,12031,FL,27260,"Jacksonville, FL (Metropolitan Statistical Area)"
Salt Lake City,Salt Lake,49035,UT,41620,"Salt Lake City, UT (Metropolitan Statistical Area)"
Nashville,Davidson,47037,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)"
Richmond,Richmond,51760,VA,40060,"Richmond, VA (Metropolitan Statistical Area)"
Memphis,Shelby,47157,TN,32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)"
Raleigh,Wake,37183,NC,39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)"
New Orleans,Orleans,22071,LA,35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)"
Louisville,Jefferson,21111,KY,31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
Oklahoma City,Oklahoma,40109,OK,36420,"Oklahoma City, OK (Metropolitan Statistical Area)"
Bridgeport,Fairfield,09001,CT,14860,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)"
Buffalo,Erie,36029,NY,15380,"Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)"
Fort Worth,Tarrant,48439,TX,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
Hartford,Hartford,09003,CT,25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)"
Tucson,Pima,04019,AZ,46060,"Tucson, AZ (Metropolitan Statistical Area)"
Omaha,Douglas,31055,NE,36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)"
El Paso,El Paso,48141,TX,21340,"El Paso, TX (Metropolitan Statistical Area)"
Honolulu,Honolulu,15003,HI,46520,"Urban Honolulu, HI (Metropolitan Statistical Area)"
McAllen,Hidalgo,48215,TX,32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"
Albuquerque,Bernalillo,35001,NM,10740,"Albuquerque, NM (Metropolitan Statistical Area)"
Birmingham,Jefferson,01073,AL,13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)"
Sarasota,Sarasota,12115,FL,35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)"
Dayton,Montgomery,39113,OH,19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)"
Rochester,Monroe,36055,NY,40380,"Rochester, NY (Metropolitan Statistical Area)"
Fresno,Fresno,06019,CA,23420,"Fresno, CA (Metropolitan Statistical Area)"
Allentown,Lehigh,42077,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)"
Tulsa,Tulsa,40143,OK,46140,"Tulsa, OK (Metropolitan Statistical Area)"
Cape Coral,Lee,12071,FL,15980,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)"
Concord,Contra Costa,06013,CA,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)"
Colorado Springs,El Paso,08041,CO,17820,"Colorado Springs, CO (Metropolitan Statistical Area)"
Charleston,Charleston,45019,SC,16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)"
Springfield,Hampden,25013,MA,44140,"Springfield, MA (Metropolitan Statistical Area)"
Grand Rapids,Kent,26081,MI,24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)"
Mission Viejo,Orange,06059,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Albany,Albany,36001,NY,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)"
Knoxville,Knox,47093,TN,28940,"Knoxville, TN (Metropolitan Statistical Area)"
Bakersfield,Kern,06029,CA,12540,"Bakersfield, CA (Metropolitan Statistical Area)"
Ogden,Weber,49057,UT,36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)"
Baton Rouge,East Baton Rouge,22033,LA,12940,"Baton Rouge, LA (Metropolitan Statistical Area)"
Akron,Summit,39153,OH,10420,"Akron, OH (Metropolitan Statistical Area)"
New Haven,New Haven,09009,CT,35300,"New Haven-Milford, CT (Metropolitan Statistical Area)"
Columbia,Richland,45079,SC,17900,"Columbia, SC (Metropolitan Statistical Area)"
Mesa,Maricopa,04013,AZ,38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)"
Palm Bay,Brevard,12009,FL,37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)"
Provo,Utah,49049,UT,39340,"Provo-Orem, UT (Metropolitan Statistical Area)"
Worcester,Worcester,25027,MA,49340,"Worcester, MA-CT (Metropolitan Statistical Area)"
Murrieta,Riverside,06065,CA,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
Greenville,Greenville,45045,SC,24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)"
Wichita,Sedgwick,20173,KS,48620,"Wichita, KS (Metropolitan Statistical Area)"
Toledo,Lucas,39095,OH,45780,"Toledo, OH (Metropolitan Statistical Area)"
Staten Island,Richmond,36085,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Des Moines,Polk,19153,IA,19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)"
Long Beach,Los Angeles,06037,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Port St. Lucie,St. Lucie,12111,FL,38940,"Port St. Lucie, FL (Metropolitan Statistical Area)"
Denton,Denton,48121,TX,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
Madison,Dane,55025,WI,31540,"Madison, WI (Metropolitan Statistical Area)"
Reno,Washoe,32031,NV,39900,"Reno, NV (Metropolitan Statistical Area)"
Harrisburg,Dauphin,42043,PA,25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)"
Little Rock,Pulaski,05119,AR,30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)"
Oakland,Alameda,06001,CA,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)"
Durham,Durham,37063,NC,20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)"
Winston-Salem,Forsyth,37067,NC,49180,"Winston-Salem, NC (Metropolitan Statistical Area)"
Bonita Springs,Lee,12071,FL,15980,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)"
Indio,Riverside,06065,CA,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
Palm Coast,Flagler,12035,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)"
Chattanooga,Hamilton,47065,TN,16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)"
Spokane,Spokane,53063,WA,44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)"
Syracuse,Onondaga,36067,NY,45060,"Syracuse, NY (Metropolitan Statistical Area)"
Lancaster,Lancaster,42071,PA,29540,"Lancaster, PA (Metropolitan Statistical Area)"
Arlington,Tarrant,48439,TX,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
Stockton,San Joaquin,06077,CA,44700,"Stockton, CA (Metropolitan Statistical Area)"
Poughkeepsie,Dutchess,36027,NY,39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)"
Augusta,Richmond,13245,GA,12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)"
Boise,Ada,16001,ID,14260,"Boise City, ID (Metropolitan Statistical Area)"
Oxnard,Ventura,06111,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)"
Scranton,Lackawanna,42069,PA,42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)"
Modesto,Stanislaus,06099,CA,33700,"Modesto, CA (Metropolitan Statistical Area)"
Kissimmee,Osceola,12097,FL,36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)"
Aurora,Adams,08001,CO,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
Youngstown,Mahoning,39099,OH,49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)"
Fayetteville,Washington,05143,AR,22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)"
Anaheim,Orange,06059,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Pensacola,Escambia,12033,FL,37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)"
Victorville,San Bernardino,06071,CA,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
Lancaster,Los Angeles,06037,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Greensboro,Guilford,37081,NC,24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)"
Corpus Christi,Nueces,48355,TX,18580,"Corpus Christi, TX (Metropolitan Statistical Area)"
Fort Wayne,Allen,18003,IN,23060,"Fort Wayne, IN (Metropolitan Statistical Area)"
Santa Ana,Orange,06059,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Flint,Genesee,26049,MI,22420,"Flint, MI (Metropolitan Statistical Area)"
San Juan,San Juan,72127,PR,NA,NA
Fayetteville,Cumberland,37051,NC,22180,"Fayetteville, NC (Metropolitan Statistical Area)"
Jackson,Hinds,28049,MS,27140,"Jackson, MS (Metropolitan Statistical Area)"
Santa Rosa,Sonoma,06097,CA,42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)"
Lansing,Ingham,26065,MI,29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)"
Ann Arbor,Washtenaw,26161,MI,11460,"Ann Arbor, MI (Metropolitan Statistical Area)"
Henderson,Clark,32003,NV,29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)"
Huntsville,Madison,01089,AL,26620,"Huntsville, AL (Metropolitan Statistical Area)"
Lexington,Fayette,21067,KY,30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)"
Mobile,Mobile,01097,AL,33660,"Mobile, AL (Metropolitan Statistical Area)"
Fort Collins,Larimer,08069,CO,22660,"Fort Collins, CO (Metropolitan Statistical Area)"
Asheville,Buncombe,37021,NC,11700,"Asheville, NC (Metropolitan Statistical Area)"
Santa Clarita,Los Angeles,06037,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
St. Paul,Ramsey,27123,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"
Antioch,Contra Costa,06013,CA,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)"
Lakeland,Polk,12105,FL,29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)"
Trenton,Mercer,34021,NJ,45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)"
Lincoln,Lancaster,31109,NE,30700,"Lincoln, NE (Metropolitan Statistical Area)"
Springfield,Greene,29077,MO,44180,"Springfield, MO (Metropolitan Statistical Area)"
Plano,Collin,48085,TX,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
Irvine,Orange,06059,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Davenport,Scott,19163,IA,19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)"
Rockford,Winnebago,17201,IL,40420,"Rockford, IL (Metropolitan Statistical Area)"
Newark,Essex,34013,NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
South Bend,St. Joseph,18141,IN,43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)"
Shreveport,Caddo,22017,LA,43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)"
Round Lake Beach,Lake,17097,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
Savannah,Chatham,13051,GA,42340,"Savannah, GA (Metropolitan Statistical Area)"
Myrtle Beach,Horry,45051,SC,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)"
Chula Vista,San Diego,06073,CA,41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)"
Eugene,Lane,41039,OR,21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)"
Canton,Stark,39151,OH,15940,"Canton-Massillon, OH (Metropolitan Statistical Area)"
Lubbock,Lubbock,48303,TX,31180,"Lubbock, TX (Metropolitan Statistical Area)"
Reading,Berks,42011,PA,39740,"Reading, PA (Metropolitan Statistical Area)"
Winter Haven,Polk,12105,FL,29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)"
Salem,Marion,41047,OR,41420,"Salem, OR (Metropolitan Statistical Area)"
St. Petersburg,Pinellas,12103,FL,45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)"
Lafayette,Lafayette,22055,LA,29180,"Lafayette, LA (Metropolitan Statistical Area)"
Laredo,Webb,48479,TX,29700,"Laredo, TX (Metropolitan Statistical Area)"
Jersey City,Hudson,34017,NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Concord,Cabarrus,37025,NC,16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)"
Columbus,Muscogee,13215,GA,17980,"Columbus, GA-AL (Metropolitan Statistical Area)"
Chandler,Maricopa,04013,AZ,38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)"
McKinney,Collin,48085,TX,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
Scottsdale,Maricopa,04013,AZ,38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)"
Killeen,Bell,48027,TX,28660,"Killeen-Temple, TX (Metropolitan Statistical Area)"
Tallahassee,Leon,12073,FL,45220,"Tallahassee, FL (Metropolitan Statistical Area)"
Peoria,Peoria,17143,IL,37900,"Peoria, IL (Metropolitan Statistical Area)"
Wilmington,New Hanover,37129,NC,48900,"Wilmington, NC (Metropolitan Statistical Area)"
Montgomery,Montgomery,01101,AL,33860,"Montgomery, AL (Metropolitan Statistical Area)"
Gilbert,Maricopa,04013,AZ,38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)"
Glendale,Maricopa,04013,AZ,38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)"
North Las Vegas,Clark,32003,NV,29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)"
Anchorage,Anchorage,02020,AK,11260,"Anchorage, AK (Metropolitan Statistical Area)"
Chesapeake,Chesapeake,51550,VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)"
Barnstable Town,Barnstable,25001,MA,12700,"Barnstable Town, MA (Metropolitan Statistical Area)"
Norfolk,Norfolk,51710,VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)"
Fremont,Alameda,06001,CA,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)"
Kennewick,Benton,53005,WA,28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)"
Garland,Dallas,48113,TX,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
Irving,Dallas,48113,TX,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
Visalia,Tulare,06107,CA,47300,"Visalia, CA (Metropolitan Statistical Area)"
Atlantic City,Atlantic,34001,NJ,12100,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)"
Nashua,Hillsborough,33011,NH,31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)"
Paradise,Clark,32003,NV,29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)"
Hialeah,Miami-Dade,12086,FL,33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)"
York,York,42133,PA,49620,"York-Hanover, PA (Metropolitan Statistical Area)"
Arlington,Arlington,51013,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)"
Evansville,Vanderburgh,18163,IN,21780,"Evansville, IN-KY (Metropolitan Statistical Area)"
Avondale,Maricopa,04013,AZ,38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)"
Brownsville,Cameron,48061,TX,15180,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)"
Gulfport,Harrison,28047,MS,25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)"
Appleton,Outagamie,55087,WI,11540,"Appleton, WI (Metropolitan Statistical Area)"
Bremerton,Kitsap,53035,WA,14740,"Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)"
Hickory,Catawba,37035,NC,25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)"
Tacoma,Pierce,53053,WA,42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)"
San Bernardino,San Bernardino,06071,CA,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
College Station,Brazos,48041,TX,17780,"College Station-Bryan, TX (Metropolitan Statistical Area)"
Kalamazoo,Kalamazoo,26077,MI,28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)"
Thousand Oaks,Ventura,06111,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)"
Roanoke,Roanoke,51770,VA,40220,"Roanoke, VA (Metropolitan Statistical Area)"
Fontana,San Bernardino,06071,CA,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
Moreno Valley,Riverside,06065,CA,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
North Port,Sarasota,12115,FL,35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)"
Fargo,Cass,38017,ND,22020,"Fargo, ND-MN (Metropolitan Statistical Area)"
Green Bay,Brown,55009,WI,24580,"Green Bay, WI (Metropolitan Statistical Area)"
Amarillo,Potter,48375,TX,11100,"Amarillo, TX (Metropolitan Statistical Area)"
Portland,Cumberland,23005,ME,38860,"Portland-South Portland, ME (Metropolitan Statistical Area)"
Santa Barbara,Santa Barbara,06083,CA,42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"
Gainesville,Alachua,12001,FL,23540,"Gainesville, FL (Metropolitan Statistical Area)"
Olympia,Thurston,53067,WA,36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)"
Frisco,Collin,48085,TX,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
Yonkers,Westchester,36119,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Norwich,New London,09011,CT,35980,"Norwich-New London, CT (Metropolitan Statistical Area)"
Spring Valley,Clark,32003,NV,29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)"
Glendale,Los Angeles,06037,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Huntington Beach,Orange,06059,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Deltona,Volusia,12127,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)"
Aurora,Kane,17089,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
Tempe,Maricopa,04013,AZ,38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)"
Overland Park,Johnson,20091,KS,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)"
Grand Prairie,Dallas,48113,TX,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
Sunrise Manor,Clark,32003,NV,29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)"
Waco,McLennan,48309,TX,47380,"Waco, TX (Metropolitan Statistical Area)"
Salinas,Monterey,06053,CA,41500,"Salinas, CA (Metropolitan Statistical Area)"
Waterbury,New Haven,09009,CT,35300,"New Haven-Milford, CT (Metropolitan Statistical Area)"
Clarksville,Montgomery,47125,TN,17300,"Clarksville, TN-KY (Metropolitan Statistical Area)"
Cedar Rapids,Linn,19113,IA,16300,"Cedar Rapids, IA (Metropolitan Statistical Area)"
Sioux Falls,Minnehaha,46099,SD,43620,"Sioux Falls, SD (Metropolitan Statistical Area)"
Huntington,Cabell,54011,WV,26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)"
Ontario,San Bernardino,06071,CA,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
Hagerstown,Washington,24043,MD,25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)"
Erie,Erie,42049,PA,21500,"Erie, PA (Metropolitan Statistical Area)"
Vancouver,Clark,53011,WA,38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)"
Nampa,Canyon,16027,ID,14260,"Boise City, ID (Metropolitan Statistical Area)"
Spartanburg,Spartanburg,45083,SC,43900,"Spartanburg, SC (Metropolitan Statistical Area)"
Gastonia,Gaston,37071,NC,16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)"
Fort Lauderdale,Broward,12011,FL,33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)"
Lorain,Lorain,39093,OH,17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)"
Murfreesboro,Rutherford,47149,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)"
High Point,Guilford,37081,NC,24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)"
Newport News,Newport News,51700,VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)"
Rancho Cucamonga,San Bernardino,06071,CA,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
Hemet,Riverside,06065,CA,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
Santa Cruz,Santa Cruz,06087,CA,42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)"
Danbury,Fairfield,09001,CT,14860,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)"
Peoria,Maricopa,04013,AZ,38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)"
Oceanside,San Diego,06073,CA,41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)"
Elk Grove,Sacramento,06067,CA,40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)"
Pembroke Pines,Broward,12011,FL,33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)"
Vallejo,Solano,06095,CA,46700,"Vallejo, CA (Metropolitan Statistical Area)"
Garden Grove,Orange,06059,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Medford,Jackson,41029,OR,32780,"Medford, OR (Metropolitan Statistical Area)"
Cary,Wake,37183,NC,39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)"
Marysville,Snohomish,53061,WA,42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)"
